movie,tmdbid,imdbid,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity
Hot Tub Time Machine,23048,tt1231587,John Cusack,24.753,Rob Corddry,10.778,Craig Robinson,13.723,Clark Duke,8.525,Crispin Glover,15.355
Elite Squad 2: The Enemy Within,,,,,,,,,,,,
Devil,44040,tt1314655,Chris Messina,14.781,Bojana Novaković,9.274,Logan Marshall-Green,14.649,Jacob Vargas,8.263,Bokeem Woodbine,36.536
127 Hours,44115,tt1542344,James Franco,11.754,Kate Mara,18.864,Amber Tamblyn,9.301,Clémence Poésy,12.902,Lizzy Caplan,12.73
Why Did I Get Married Too?,35688,tt1391137,Tyler Perry,7.41,Janet Jackson,4.197,Jill Scott,4.029,Sharon Leal,7.243,Malik Yoba,5.772
The Ghost Writer,11439,tt1139328,Ewan McGregor,15.899,Pierce Brosnan,42.595,Kim Cattrall,18.278,Olivia Williams,13.744,Tom Wilkinson,13.739
Secretariat,39486,tt1028576,Diane Lane,28.946,John Malkovich,14.631,Scott Glenn,19.362,Dylan Walsh,14.797,Fred Dalton Thompson,6.723
Morning Glory,38357,tt1126618,Rachel McAdams,23.696,Harrison Ford,17.858,Patrick Wilson,31.977,Jeff Goldblum,13.337,Diane Keaton,14.502
Green Zone 2010 Re-release,,,,,,,,,,,,
Remember Me,23169,tt1403981,Robert Pattinson,26.955,Emilie de Ravin,12.515,Pierce Brosnan,42.595,Lena Olin,17.324,Chris Cooper,6.765
Cop Out,23742,tt1385867,Bruce Willis,25.856,Tracy Morgan,8.707,Seann William Scott,13.293,Ana de la Reguera,14.337,Adam Brody,12.543
Veda - Atatürk,38613,tt1586001,Serhat Mustafa Kılıç,0.6,Dolunay Soysert,5.901,Burhan Güven,0.6,Fikret Kagan Olcay,0.6,Bartunç Akbaba,0.652
The Crazies,29427,tt0455407,Timothy Olyphant,29.519,Radha Mitchell,11.315,Joe Anderson,8.1,Danielle Panabaker,26.31,Joe Reegan,2.936
Little White Lies,261602,tt0810943,Helen Griffin,1.024,Brian Hibbard,1.4,Sara Gregory,0.6,Jonny Owen,1.87,Mark Lewis Jones,4.933
From Paris with Love,26389,tt1179034,John Travolta,11.259,Jonathan Rhys Meyers,21.518,Kasia Smutniak,11.33,Richard Durden,1.686,Bing Yin,1.003
Detective Dee: The Mystery of the Phantom Flame,48492,tt1123373,Andy Lau,16.233,Li Bingbing,28.462,Deng Chao,6.787,Tony Leung Ka-fai,11.318,Carina Lau,12.2
Conference of Animals,58769,tt0064552,Georg Thomalla,1.631,Horst Sachtleben,1.073,Ernst Fritz Fürbringer,2.112,Rosemarie Fendel,4.588,Bruni Löbel,1.614
Daybreakers,19901,tt0433362,Ethan Hawke,21.79,Sam Neill,27.877,Willem Dafoe,27.4,Claudia Karvan,12.305,Isabel Lucas,14.078
Alpha and Omega,12819,tt1213012,Hayden Panettiere,17.271,Justin Long,18.509,Dennis Hopper,6.965,Christina Ricci,22.166,Danny Glover,9.285
The Switch,41210,tt0889573,Jennifer Aniston,17.122,Jason Bateman,15.545,Jeff Goldblum,13.337,Juliette Lewis,16.435,Todd Louiso,9.348
Space Battleship Yamato,660681,tt4624314,Kenneth Meseroll,0.884,,,,,,,,
She's Out of My League,34016,tt0815236,Jay Baruchel,19.385,Alice Eve,20.455,Mike Vogel,18.383,Krysten Ritter,21.253,Debra Jo Rupp,11.336
Death at a Funeral,34803,tt1321509,Chris Rock,20.036,Martin Lawrence,26.374,Zoe Saldana,26.317,Tracy Morgan,8.707,Regina Hall,12.088
How Do You Know,42888,tt1341188,Reese Witherspoon,14.224,Paul Rudd,34.179,Owen Wilson,46.143,Jack Nicholson,11.245,Kathryn Hahn,18.867
Charlie St. Cloud,37950,tt1438254,Zac Efron,27.031,Charlie Tahan,16.879,Amanda Crew,12.93,Augustus Prew,7.892,Donal Logue,16.325
Heartbreaker,251518,tt0085659,Fernando Allende,1.4,Dawn Dunlap,8.176,Miguel Ferrer,3.891,,,,
Scott Pilgrim vs. the World,22538,tt0446029,Michael Cera,20.608,Mary Elizabeth Winstead,26.06,Ellen Wong,2.962,Kieran Culkin,14.141,Alison Pill,10.067
StreetDance 2,85373,tt1718903,Falk Hentschel,7.801,Sofia Boutella,19.795,George Sampson,1.406,Stephanie Nguyen,0.652,Delphine Nguyen,1.4
Welcome to the South,48415,tt1529235,Claudio Bisio,1.586,Alessandro Siani,3.143,Angela Finocchiaro,2.258,Valentina Lodovini,8.925,Nando Paone,1.47
Machete,23631,tt0985694,Danny Trejo,18.259,Michelle Rodriguez,23.481,Jessica Alba,11.476,Robert De Niro,28.296,Steven Seagal,17.498
Confessions,20048,tt1093908,Isla Fisher,15.923,Hugh Dancy,14.952,Krysten Ritter,21.253,Joan Cusack,14.925,John Goodman,20.197
Avatar 2010 Special Edition,,,,,,,,,,,,
The Man from Nowhere,217669,tt0312946,Sarah Hollis Andrews,0.652,Ronald Adam,1.429,Anthony McCaffery,0.6,Shane Franklin,0.6,Reggie Winch,1.529
Of Gods and Men,46332,tt1588337,Lambert Wilson,14.545,Michael Lonsdale,3.977,Olivier Rabourdin,9.775,Philippe Laudenbach,1.052,Jacques Herlin,1.143
Boy,321258,tt3882082,Lauren Cohan,25.017,Rupert Evans,6.4,James Russell,4.665,Jim Norton,3.706,Diana Hardcastle,5.764
When in Rome,13477,tt1185416,Josh Duhamel,10.859,Kristen Bell,15.307,Anjelica Huston,8.084,Will Arnett,16.336,Jon Heder,13.378
My Name Is Khan,26022,tt1188996,Shah Rukh Khan,14.319,Kajol,8.583,Jimmy Shergill,2.233,Zarina Wahab,1.4,Adarsh Gourav,2.217
Going the Distance,38073,tt1322312,Drew Barrymore,19.158,Justin Long,18.509,Charlie Day,18.088,Jason Sudeikis,8.331,Christina Applegate,15.238
Nodame Cantabile: The Movie II 2010 Re-release,,,,,,,,,,,,
SP: The Motion Picture I,85215,tt1214981,Junichi Okada,10.037,Yoko Maki,6.675,Teruyuki Kagawa,3.829,Satoru Matsuo,2.835,Yuu Kamio,2.344
Kokkuri-san: Gekijô-ban,925119,tt2089722,Mariya Suzuki,0.6,Shizuka Umemoto,0.6,Asuka Kataoka,1.38,Keisuke Yamagata,0.6,Nana Goto,0.6
For Colored Girls,44944,tt1405500,Kimberly Elise,6.118,Janet Jackson,4.197,Loretta Devine,4.886,Thandiwe Newton,29.571,Anika Noni Rose,13.425
Detective Conan: The Lost Ship in the Sky,97375,tt1636815,Minami Takayama,10.806,Kappei Yamaguchi,11.26,Rikiya Koyama,7.883,Wakana Yamazaki,3.604,Megumi Hayashibara,7.296
Secret Reunion,50090,tt1535491,Song Kang-ho,24.694,Gang Dong-won,7.914,Jeon Kuk-hwan,5.413,Park Hyuk-kwon,6.875,Yoon Hee-seok,1.421
Furry Vengeance,35169,tt0492389,Brendan Fraser,13.765,Brooke Shields,18.999,Matt Prokop,9.915,Skyler Samuels,9.163,Ken Jeong,8.844
You Will Meet a Tall Dark Stranger,38031,tt1182350,Gemma Jones,8.025,Pauline Collins,7.748,Anthony Hopkins,20.548,Naomi Watts,27.398,Josh Brolin,39.186
Faster,41283,tt1433108,Dwayne Johnson,29.99,Billy Bob Thornton,13.488,Oliver Jackson-Cohen,6.779,Maggie Grace,22.642,Carla Gugino,32.469
The Kids Are All Right,39781,tt0842926,Julianne Moore,18.698,Annette Bening,21.304,Mark Ruffalo,9.185,Mia Wasikowska,16.802,Josh Hutcherson,9.872
Doraemon The Movie: Nobita's Great Battle of the Mermaid King,,,,,,,,,,,,
The Extraordinary Adventures of Adèle Blanc-Sec,35552,tt1179025,Louise Bourgoin,8.716,Mathieu Amalric,7.364,Gilles Lellouche,5.064,Jean-Paul Rouve,8.876,Jacky Nercessian,1.62
Camping 2,38277,tt1503096,Franck Dubosc,4.273,Richard Anconina,2.345,Mathilde Seigner,8.229,Antoine Duléry,2.636,Claude Brasseur,1.531
Arthur 3: The War of the Two Worlds,42949,tt0940656,Freddie Highmore,35.473,Mia Farrow,13.874,Robert Stanton,6.004,Penny Balfour,5.614,David Gasman,1.4
Dogwood Tree,,,,,,,,,,,,
Leap Year,25195,tt1216492,Amy Adams,19.554,Matthew Goode,18.407,John Lithgow,17.218,Flaminia Cinque,1.96,Tony Rohr,1.343
Potiche,51447,tt1521848,Catherine Deneuve,14.29,Gérard Depardieu,11.863,Fabrice Luchini,5.337,Karin Viard,5.823,Jérémie Renier,5.048
You Again,38303,tt1414382,Kristen Bell,15.307,Jamie Lee Curtis,15.757,Sigourney Weaver,20.314,Odette Annable,19.433,Victor Garber,8.911
Rajneeti,262572,tt4318022,Sathyaraj,1.854,Karan,2.629,Suhani Kalita,0.6,Anika,0.6,Anu Hasan,2.591
The Losers,34813,tt0480255,Jeffrey Dean Morgan,17.9,Zoe Saldana,26.317,Chris Evans,15.319,Idris Elba,26.498,Columbus Short,4.628
The Santa Claus Gang,,,,,,,,,,,,
Sacrifice,631583,tt10004108,Barbara Crampton,9.534,Sophie Stevens,2.191,Ludovic Hughes,1.826,Lukas Loughran,2.232,Johanna Adde Dahl,0.751
The Lady Shogun and Her Men,63462,tt1571235,Kazunari Ninomiya,3.72,Ko Shibasaki,13.234,Maki Horikita,5.425,Tadayoshi Okura,7.413,Aoi Nakamura,2.881
Legend of the Fist: The Return of Chen Zhen,47854,tt1456661,Donnie Yen,16.207,Shu Qi,15.112,Huang Bo,13.595,Anthony Wong,10.318,Yasuaki Kurata,11.001
Ramona and Beezus,38843,tt0493949,Joey King,44.798,Selena Gomez,16.258,John Corbett,7.988,Bridget Moynahan,11.292,Ginnifer Goodwin,12.357
Splice 2010 Re-release,,,,,,,,,,,,
Let Me In,41402,tt1228987,Kodi Smit-McPhee,10.866,Chloë Grace Moretz,56.69,Richard Jenkins,11.093,Elias Koteas,19.178,Sasha Barrese,9.502
Fair Game,11859,tt0113010,William Baldwin,16.802,Cindy Crawford,5.493,Steven Berkoff,13.431,Christopher McDonald,11.714,Miguel Sandoval,13.105
The Roundup,359008,tt0034133,Richard Dix,1.285,Patricia Morison,2.195,Preston Foster,8.666,Don Wilson,2.103,Ruth Donnelly,3.656
Christmas in South Africa,,,,,,,,,,,,
Biutiful,45958,tt1164999,Javier Bardem,24.038,Maricel Álvarez,1.424,Hanaa Bouchaib,0.6,Guillermo Estrella,1.849,Eduard Fernández,2.764
Six Degrees of Celebration,57809,tt1782568,Ivan Urgant,6.29,Sergey Svetlakov,4.056,Vera Brezhneva,7.219,Elena Plaksina,0.6,Aleksandr Golovin,2.88
Elle s'appelait Sarah,53457,tt1668200,Kristin Scott Thomas,14.917,Mélusine Mayance,1.821,Niels Arestrup,6.629,Frédéric Pierrot,2.547,Michel Duchaussoy,1.156
Lottery Ticket,41382,tt0979434,Shad Moss,8.024,Brandon T. Jackson,8.079,Naturi Naughton,8.441,Loretta Devine,4.886,Teairra Mari,3.675
Liar Game: The Final Stage,50461,tt1423953,Erika Toda,9.266,Shota Matsuda,9.175,Megumi Seki,4.371,Michiko Kichise,5.244,Seiichi Tanabe,6.254
The Way Back,529485,tt8544498,Ben Affleck,23.439,Al Madrigal,2.261,Michaela Watkins,6.551,Janina Gavankar,6.567,Glynn Turman,7.846
Nasha Russia. Yaytsa sudby,,,,,,,,,,,,
Da Xiao Jiang Hu,58365,tt1825731,Xiao Shenyang,2.725,Zhao Benshan,1.8,Kelly Lin,6.248,Eric Tsang,9.064,Mark Lee,1.61
Act of Vengeance,66765,tt0072067,Jo Ann Harris,10.275,Peter Brown,6.358,Jennifer Lee Pryor,2.38,Lisa Moore,0.98,Connie Strickland,0.6
Under the Hawthorn Tree,50542,tt1554523,Zhou Dongyu,7.724,Shawn Dou,6.948,Xi Meijuan,4.22,Li Xuejian,1.721,Cheng Taishen,1.976
Recep Ivedik 3,32926,tt1577061,Şahan Gökbakar,8.106,Cihan Culfa,1.4,Zeynep Çamcı,5.255,Ayhan Işık,0.996,,
Villain,163907,tt0080097,Kirk Douglas,9.94,Ann-Margret,9.984,Arnold Schwarzenegger,30.027,Paul Lynde,2.35,Foster Brooks,3.126
A Thousand Words,72358,tt0763831,Eddie Murphy,13.301,Kerry Washington,9.409,Cliff Curtis,16.479,Clark Duke,8.525,Allison Janney,8.247
"Me, Them and Lara",,,,,,,,,,,,
Moss,79554,tt1787731,Sarah Hagan,3.046,Austin Vickers,0.6,Haley Parker,0.6,Haley Strode,1.664,,
22 Bullets,37645,tt1167638,Jean Reno,22.274,Marina Foïs,5.6,Jean-Pierre Darroussin,4.199,Kad Merad,2.603,Joséphine Berry,2.225
Inazuma Eleven GO the Movie: The Ultimate Bonds Gryphon,256395,tt2141749,Jun Fukuyama,10.388,Mitsuki Saiga,4.949,Miyuki Sawashiro,7.584,Yuka Terasaki,2.486,Takashi Oohara,1.03
Just Wright,38093,tt1407061,Queen Latifah,12.416,Common,10.41,Paula Patton,29.455,James Pickens Jr.,9.402,Phylicia Rashād,6.543
My Soul to Take,43931,tt0872230,Max Thieriot,11.918,John Magaro,12.954,Denzel Whitaker,6.791,Zena Grey,10.297,Nick Lashaway,1.4
Our Family Wedding,34563,tt1305583,Forest Whitaker,11.654,America Ferrera,10.634,Carlos Mencia,4.095,Regina King,8.581,Lance Gross,8.788
Astral City: A Spiritual Journey,52333,tt1467388,Werner Schünemann,0.997,Renato Prieto,1.932,Fernando Alves Pinto,4.708,Rosanne Mulholland,2.618,Inez Viana,1.4
71: Into the Fire,51200,tt1587729,Kwon Sang-woo,7.678,Choi Seung-hyun,4.55,Kim Seung-woo,4.752,Cha Seung-won,11.741,Kim Hye-seong,4.277
The Spy Next Door 2010 Re-release,,,,,,,,,,,,
Country Strong,45272,tt1555064,Gwyneth Paltrow,15.957,Garrett Hedlund,4.582,Tim McGraw,11.318,Leighton Meester,11.601,Marshall Chapman,0.6
Beck,60163,tt1587118,Hiro Mizushima,4.448,Takeru Satoh,16.147,Kenta Kiritani,4.61,Aoi Nakamura,2.881,Osamu Mukai,5.94
How Not to Rescue a Princess,52939,tt1796657,Valeri Solovyev,3.165,Anna Geller,2.619,Oleg Kulikovich,1.655,Liya Medvedeva,0.655,Sergei Makovetsky,3.633
About Her Brother,51778,tt1345834,Sayuri Yoshinaga,6.81,Yu Aoi,8.369,Tsurube Shofukutei,0.652,Ryo Kase,3.735,Nenji Kobayashi,4.127
Trick the Movie: Psychic Battle Royale,71485,tt1547631,Yukie Nakama,6.517,Hiroshi Abe,12.72,Katsuhisa Namase,3.828,Takeru Satoh,16.147,Yoko Nogiwa,5.331
Hello Ghost,811704,,Indro,1.62,Hesti Purwadinata,3.07,Tora Sudiro,1.672,Ciara Nadine Brosnan,0.6,Onadio Leonardo,1.4
Another Year,44009,tt1431181,Jim Broadbent,13.829,Lesley Manville,8.994,Ruth Sheen,5.993,Peter Wight,3.207,Oliver Maltman,2.062
Youth in Revolt,22327,tt0403702,Michael Cera,20.608,Portia Doubleday,12.655,Jean Smart,14.257,M. Emmet Walsh,8.536,Steve Buscemi,24.572
Hot Summer Days,37304,tt1519640,Jacky Cheung,11.179,René Liu,4.655,Vivian Hsu,10.301,Barbie Hsu,3.453,Duan Yihong,3.692
Buried,26388,tt1462758,Ryan Reynolds,40.796,José Luis García Pérez,1.156,Robert Paterson,4.467,Stephen Tobolowsky,8.535,Samantha Mathis,11.781
The Servant,42987,tt0057490,Dirk Bogarde,6.799,James Fox,5.493,Sarah Miles,8.194,Wendy Craig,7.892,Catherine Lacey,1.754
Norwegian Wood,57703,tt1270842,Kenichi Matsuyama,7.612,Rinko Kikuchi,14.835,Kiko Mizuhara,4.891,Reika Kirishima,7.678,Eriko Hatsune,3.212
Head Over Heels,24940,tt0192111,Monica Potter,15.515,Freddie Prinze Jr.,15.54,Shalom Harlow,7.619,Ivana Miličević,22.149,Sarah Murdoch,1.936
