,Movie,Unnamed: 0,actor1,actor1_popularity,actor2,actor2_popularity,actor3,actor3_popularity,actor4,actor4_popularity,actor5,actor5_popularity,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
114,Antlers,114,Keri Russell,11.239,Jesse Plemons,32.283,Jeremy Thomas,0.65,Graham Greene,8.627,Scott Haze,12.219,18867659,10619670,56.3,8247989,43.7,60.0,68.0,R,ScottCooper,"GuillermodelToro,DavidS.Goyer,J.MilesDale",10-29-2021,10600000.0,5.9,30427,movie,Antlers,0,2021,99,"Drama,Horror,Mystery"
115,Sinkhole,115,Cha Seung-won,11.741,Kim Sung-kyun,6.544,Lee Kwang-soo,11.993,Kim Hye-jun,8.329,Nam Da-reum,8.457,18804231,-,-,18804231,100,,,,,,,,6.2,1318,movie,Sinkhole,0,2021,117,"Action,Comedy,Drama"
116,Mobile Suit Gundam: Hathaway,116,Kensho Ono,15.102,Reina Ueda,9.419,Junichi Suwabe,16.209,Soma Saito,5.484,Atsumi Tanezaki,18.831,18731309,-,-,18731309,100,83.0,74.0,,ShûkôMurase,NaohiroOgata,,,6.6,1294,movie,Kidô senshi Gandamu: Senkô no Hasauei,0,2021,95,"Action,Animation,Drama"
117,Bo Gia,117,Trấn Thành,1.694,Tuấn Trần,0.618,Ngân Chi,0.6,Ngọc Giàu,0.84,Lê Giang,1.4,17480489,350000,2,17130489,98,,,,,,,,6.5,803,movie,Bo Gia,0,2021,128,"Comedy,Drama,Family"
118,Gintama: The Final,118,Tomokazu Sugita,10.146,Daisuke Sakaguchi,3.174,Rie Kugimiya,17.678,Kazuya Nakai,10.996,Akira Ishida,11.463,17252960,-,-,17252960,100,,,,,,,,8.7,2044,movie,Gintama: The Final,0,2021,104,"Action,Animation,Comedy"
119,Railway Heroes,119,Zhang Hanyu,8.378,Fan Wei,3.436,Vision Wei,2.419,Zhou Ye,5.421,Yu Haoming,4.756,17223542,-,-,17223542,100,,100.0,,,"RuoqingFu,,YangLei,ZhongleiWang",11-25-2021,,5.8,176,movie,Tie dao ying xiong,0,2021,124,"Drama,History,War"
120,The Wolf and the Lion,120,Molly Kunz,13.447,Graham Greene,8.627,Charlie Carrick,7.353,Derek Johns,1.4,Rebecca Croll,1.797,16296147,1851627,11.4,14444520,88.6,26.0,90.0,PG,GillesdeMaistre,"SylvainProulx,ClaudeLéger,JonathanVanger,JacquesPerrin,NicolasElghozi,ValentinePerrin,GillesdeMaistre,CatherineCamborde",2-4-2022,1900000.0,6.0,1046,movie,Le loup et le lion,0,2021,99,Family
121,Upon the Magic Roads,121,Anton Shagin,4.026,Pavel Derevyanko,5.265,Mikhail Efremov,0.635,Paulina Andreeva,5.425,Yan Tsapnik,7.57,15990882,-,-,15990882,100,,,,,,,,5.8,807,movie,Konyok-gorbunok,0,2021,111,"Adventure,Fantasy"
122,Reminiscence,122,Hugh Jackman,23.696,Rebecca Ferguson,48.521,Thandiwe Newton,29.571,Cliff Curtis,16.479,Marina de Tavira,3.45,15800193,3900193,24.7,11900000,75.3,36.0,37.0,PG-13,LisaJoy,"MichaelDeLuca,LisaJoy,JonathanNolan,AaronRyder",8-20-2021,3900000.0,5.8,49379,movie,Reminiscence,0,2021,116,"Mystery,Romance,Sci-Fi"
123,Your Turn to Kill,123,Tomoyo Harada,4.976,Kei Tanaka,7.43,Nanase Nishino,8.888,Ryusei Yokohama,16.296,Kodai Asaka,7.167,15476242,-,-,15476242,100,,,,,,,,4.6,18,movie,Your Turn to Kill,0,2021,142,"Drama,Mystery"
124,Something About Love,124,Stefan Wodoslawsky,1.399,Jan Rubeš,2.472,Jennifer Dale,4.6,,,,,15204017,-,-,15204017,100,,,,,,,,5.5,312,movie,Zwaar verliefd! 2,0,2021,105,"Comedy,Romance"
125,Anita,125,Christina Lindberg,4.854,Stellan Skarsgård,20.205,Danièle Vlaminck,1.025,Michel David,0.656,Erika Wickman,0.984,15026604,556632,3.7,14469972,96.3,,,,,,,,7.1,733,movie,Anita,0,2021,137,"Biography,Drama,History"
126,The Tomorrow War,126,Chris Pratt,27.826,Yvonne Strahovski,22.169,J.K. Simmons,17.78,Betty Gilpin,16.992,Sam Richardson,16.43,14400000,-,-,14400000,100,52.0,76.0,PG-13,ChrisMcKay,"DavidEllison,DanaGoldberg,DonGranger,JulesDaly,DavidS.Goyer,AdamKolbrenner",,,6.6,193011,movie,The Tomorrow War,0,2021,138,"Action,Adventure,Drama"
127,"And, the Baton Was Passed",127,Satomi Ishihara,17.179,Nao Omori,5.409,Mei Nagano,11.008,Kei Tanaka,7.43,Kenshi Okada,8.232,14368469,-,-,14368469,100,,,,,,,,7.2,28,movie,"And, the Baton Was Passed",0,2021,137,Drama
128,Cry Macho,128,Clint Eastwood,39.921,Eduardo Minett,3.937,Natalia Traven,8.028,Dwight Yoakam,7.01,Fernanda Urrejola,8.886,14340402,10310734,71.9,4029668,28.1,58.0,64.0,PG-13,ClintEastwood,"AlbertS.Ruddy,TimMoore,JessicaMeier,ClintEastwood",9-17-2021,10300000.0,5.7,23346,movie,Cry Macho,0,2021,104,Drama
129,99.9 Criminal Lawyer: The Movie,129,,,,,,,,,,,14269321,-,-,14269321,100,,,,,,,,6.9,16,movie,99.9 Criminal Lawyer: The Movie,0,2021,120,"Comedy,Crime,Drama"
130,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,130,Yumiko Kobayashi,7.283,Tamao Hayashi,1.952,Teiyū Ichiryūsai,2.397,Satomi Korogi,5.163,Mari Mashiba,2.25,14059824,-,-,14059824,100,,,,,,,,7.5,154,movie,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,0,2021,104,"Animation,Mystery"
131,Sword Art Online: Progressive - Aria of a Starless Night,131,Yoshitsugu Matsuoka,15.061,Haruka Tomatsu,19.934,Inori Minase,12.805,Koichi Yamadera,9.389,Hiroki Yasumoto,8.786,14027926,1050000,7.5,12977926,92.5,,95.0,,,,12-3-2021,,7.3,723,movie,Gekijôban Sword Art Online Progressive Hoshi naki yoru no Aria,0,2021,97,"Action,Adventure,Animation"
132,Christmas with the Chosen: The Messengers,132,Sara Ann Burciaga,0.6,Raj Bond,0.6,Phil Wickham,0.6,Joel Smallbone,0.654,Luke Smallbone,0.6,13728000,13728000,100,-,-,,96.0,,"DallasJenkins,JacobSchwarz",,12-1-2021,,7.5,664,movie,Christmas with the Chosen: The Messengers,0,2021,123,Music
133,OSS 117: From Africa with Love,133,Jean Dujardin,16.879,Pierre Niney,9.534,Wladimir Yordanoff,1.01,Fatou N'Diaye,4.033,Natacha Lindinger,6.548,13433702,-,-,13433702,100,,,,,,,,5.9,3435,movie,OSS 117: Alerte rouge en Afrique noire,0,2021,117,"Action,Comedy"
134,Hostage: Missing Celebrity,134,Hwang Jung-min,8.721,Kim Jae-bum,1.082,Lee You-mi,11.787,Ryu Kyung-soo,4.325,Lee Ho-jung,8.645,13125970,-,-,13125970,100,,,,,,,,6.2,617,movie,Injil,0,2021,94,Action
135,Eiffel,135,Romain Duris,13.919,Emma Mackey,36.057,Pierre Deladonchamps,4.013,Armande Boulanger,3.486,Andranic Manet,3.963,13082620,-,-,13082620,100,80.0,,,MartinBourboulon,VanessaVanZuylen,4-15-2022,,6.2,2730,movie,Eiffel,0,2021,108,"Biography,Drama,History"
136,Vakeel Saab,136,Pawan Kalyan,4.263,Prakash Raj,3.906,Shruti Haasan,6.807,Nivetha Thomas,3.874,Anjali,4.026,13056490,-,-,13056490,100,,83.0,,VenuSriram,"BoneyKapoor,DilRaju,Sireesh",,,8.0,11572,movie,Vakeel Saab,0,2021,153,"Action,Crime,Drama"
137,Monkey King Reborn,137,Bian Jiang,2.351,Cai Haiting,0.6,Su Shangqing,3.637,Zhang Lei,0.6,He Zhang,1.495,13002635,-,-,13002635,100,,80.0,,YunfeiWang,"AlexWong,RuoqingFu,HanZhanYu",,,6.1,332,movie,The Monkey King: Reborn,0,2021,95,"Action,Animation,Fantasy"
138,School of Magical Animals,138,Emilia Maier,0.623,Leonard Artur Conrads,0.764,Loris Sichrovsky,1.16,Nadja Uhl,1.183,Justus von Dohnányi,3.352,12949263,-,-,12949263,100,,,,,,,,5.6,185,movie,Die Schule der magischen Tiere,0,2021,93,"Adventure,Family"
139,The Bodin's in the Land of Smile,139,Vincent Dubois,2.387,Jean-Christian Fraiscinet,0.84,Bella Boonsang,0.6,Nicolas Marié,0.913,Fanny Dubois,0.6,12872253,-,-,12872253,100,,,,,,,,5.4,73,movie,Les Bodin's en Thaïlande,0,2021,98,Comedy
140,The Many Saints of Newark,140,Alessandro Nivola,6.133,Leslie Odom Jr.,6.866,Michael Gandolfini,3.517,Ray Liotta,16.388,Michela De Rossi,9.204,12737403,8237403,64.7,4500000,35.3,71.0,59.0,R,AlanTaylor,"DavidChase,LawrenceKonner,NicoleLambert",10-1-2021,8199999.999999999,6.3,47365,movie,The Many Saints of Newark,0,2021,120,"Crime,Drama"
141,Character,141,,,,,,,,,,,12571501,-,-,12571501,100,,,,,,,,6.6,342,movie,Character,0,2021,125,"Crime,Horror,Thriller"
142,On Your Mark,142,Chage & Aska,0.6,,,,,,,,,12100000,-,-,12100000,100,,70.0,,HayaoMiyazaki,,,,6.7,64,movie,Qi pao,0,2021,104,"Comedy,Drama,Sport"
143,On the Line,143,John Travolta,11.259,Kate Bosworth,16.088,Devon Sawa,19.409,Julie Benz,20.135,Sharon Stone,21.114,11772156,-,-,11772156,100,,,TV14,ElodieKeene,GuyJ.Louthan,,,6.3,167,movie,Boiseu,0,2021,\N,"Action,Crime,Drama"
144,The Fable: The Killer Who Doesn't Kill,144,Junichi Okada,10.037,Fumino Kimura,10.017,Shinichi Tsutsumi,4.393,Yurina Hirate,3.738,Masanobu Ando,10.783,11325545,-,-,11325545,100,,,,,,,,6.8,1191,movie,The Fable: The Killer Who Doesn't Kill,0,2021,133,"Action,Comedy,Mystery"
145,What Did You Eat Yesterday?,145,Hidetoshi Nishijima,11.729,Seiyo Uchino,9.185,Koji Yamamoto,2.806,Hayato Isomura,6.276,Makita Sports,2.223,11320893,-,-,11320893,100,,,,,,,,8.4,72,movie,What Did You Eat Yesterday?,0,2021,120,Romance
146,Krack,146,,,,,,,,,,,10442916,-,-,10442916,100,,,,,,,,7.4,6488,movie,Krack,0,2021,154,"Action,Crime,Thriller"
147,Kaiserschmarrndrama,147,Sebastian Bezzel,4.307,Simon Schwarz,1.117,Lisa Maria Potthoff,4.312,Michael Ostrowski,2.205,Enzi Fuchs,2.319,10357720,-,-,10357720,100,,,,,,,,7.1,618,movie,Kaiserschmarrndrama,0,2021,96,"Comedy,Crime"
148,"Caution, Hazardous Wife: The Movie",148,Haruka Ayase,16.757,Hidetoshi Nishijima,11.729,Kosuke Suzuki,2.77,Kenshi Okada,8.232,Atsuko Maeda,3.157,10356359,-,-,10356359,100,,,,,,,,5.7,223,movie,Gekijôban: Okusawa wa toriatsukai chûi,0,2021,119,Adventure
149,Realm of Terracotta,149,Zhu Guangzu,0.6,Ming Zhang,0.6,Ziyu Zhou,1.38,Tan Xiao,1.4,,,10341512,-,-,10341512,100,,,,,,,,7.0,83,movie,Realm of Terracotta,0,2021,111,"Adventure,Animation,Fantasy"
150,Detective Conan: The Scarlet Alibi,150,Minami Takayama,10.806,Wakana Yamazaki,3.604,Rikiya Koyama,7.883,Shuuichi Ikeda,5.826,Megumi Hayashibara,7.296,10308627,-,-,10308627,100,,,,,,,,6.3,190,movie,Meitantei Conan: Hiiro no fuzai shômei,0,2021,93,"Animation,Crime,Mystery"
151,Never Stop,151,Andy Samberg,40.034,Jorma Taccone,10.694,Akiva Schaffer,3.707,Sarah Silverman,9.285,Tim Meadows,9.055,10224935,-,-,10224935,100,,,,BowenHan,,6-11-2021,,5.1,39,movie,Never Stop,0,2021,98,"Drama,Sport"
152,Black Box,152,Mamoudou Athie,3.875,Phylicia Rashād,6.543,Amanda Christine,4.047,Tosin  Morohunfola,5.103,Charmaine Bingwa,1.742,9604737,-,-,9604737,100,,,,YannGozlan,"WassimBéji,MatthiasWeber(II)",4-29-2022,,7.2,5639,movie,Boîte noire,0,2021,129,"Drama,Mystery,Thriller"
153,The Soul,153,Jon Meacham,1.403,John Lewis,1.646,George Takei,6.345,Lisa Tetrault,0.6,Donald Tamaki,0.6,9600000,-,-,9600000,100,89.0,71.0,,,",",10-29-2021,,6.6,2623,movie,Ji hun,0,2021,130,"Drama,Mystery,Sci-Fi"
154,¡A todo tren! Destino Asturias,154,Santiago Segura,5.856,Leo Harlem,2.295,El Cejas,0.6,David Guapo,3.185,Alan Miranda,0.98,9544171,-,-,9544171,100,,,,,,,,5.2,601,movie,¡A todo tren! Destino Asturias,0,2021,90,Comedy
155,Baragaki: Unbroken Samurai,155,Junichi Okada,10.037,Ko Shibasaki,13.234,Ryohei Suzuki,6.466,Ryosuke Yamada,4.725,Hideaki Ito,9.538,9481437,-,-,9481437,100,,,,,,,,5.4,80,movie,Moeyo Ken,0,2021,148,Drama
156,Ainbo,156,Lola Raie,1.91,Alejandra Gollas,3.046,Thom Hoffman,4.988,Bernardo de Paula,2.169,Dino Andrade,1.502,9382572,-,-,9382572,100,,,,,,,,4.8,1466,movie,AINBO: Spirit of the Amazon,0,2021,84,"Adventure,Animation,Comedy"
157,The Worst Person in the World,157,Seth Rogen,19.602,Bryan Cranston,30.228,Max Greenfield,8.251,David Krumholtz,16.139,Vanessa Britting,0.828,9142898,2770100,30.3,6372798,69.7,96.0,86.0,R,JoachimTrier,",ThomasRobsahm",2-4-2022,3000000.0,7.9,34297,movie,Verdens verste menneske,0,2021,128,"Comedy,Drama,Romance"
158,All About My Mother,158,Cecilia Roth,4.351,Marisa Paredes,4.021,Candela Peña,6.836,Antonia San Juan,5.657,Penélope Cruz,23.261,8900000,-,-,8900000,100,98.0,93.0,R,PedroAlmodóvar,AgustínAlmodóvar,11-24-1999,8300000.000000001,6.0,42,movie,Guan yu wo ma de yi qie,0,2021,120,Drama
159,The Vault,159,Freddie Highmore,35.473,Astrid Bergès-Frisbey,11.169,Sam Riley,8.794,Liam Cunningham,12.303,Jose Coronado,4.408,8808878,-,-,8808878,100,60.0,53.0,R,JaumeBalagueró,"GhislainBarrois,ÁlvaroAugustin,FranciscoSanchezOrtiz,EnekoLizarraga,FreddieHighmore",3-26-2021,,6.4,22118,movie,Way Down,0,2021,118,"Action,Adventure,Thriller"
160,Honey Lemon Soda,160,Mayu Hotta,6.474,Murakami Maito Raul,0.6,Ai Yoshikawa,5.565,Tatsuomi Hamada,4.679,Ryota Bando,7.885,8441488,-,-,8441488,100,,,,,,,,6.8,64,movie,Honey Lemon Soda,0,2021,111,"Comedy,Drama,Romance"
161,Delicious,161,Christopher Thornton,2.666,Juliette Lewis,16.435,Orlando Bloom,13.4,Laura Linney,12.533,Noah Emmerich,12.883,8435163,-,-,8435163,100,100.0,93.0,,ÉricBesnard,"PhilipBoëffard,ChristopheRossignon",1-14-2022,,7.0,1509,movie,Délicieux,0,2021,112,"Comedy,Drama,History"
162,The Medium,162,Dubravka Šeparović Mušović,0.6,Ivana Lazar,0.6,Margareta Matišić,0.6,Tamara Franetović Felbinger,0.6,Ozren Bilušić,0.6,8357445,-,-,8357445,100,78.0,75.0,,BanjongPisanthanakun,"NaHong-jin,BanjongPisanthanakun",,,6.6,6071,movie,The Medium,0,2021,130,Horror
163,The Protégé,163,Michael Keaton,17.975,Maggie Q,18.091,Samuel L. Jackson,56.705,David Rintoul,4.325,Patrick Malahide,10.007,8282208,7446823,89.9,835385,10.1,61.0,82.0,R,MartinCampbell,"ArthurM.Sarkissian,MosheDiamant,RobertVanNorden,YarivLerner,ChristopherMilburn",8-20-2021,7400000.0,6.1,26900,movie,The Protégé,0,2021,109,"Action,Thriller"
164,I Don't Have Any Money Left in My Retirement Account,164,Yuki Amami,7.501,Yutaka Matsushige,3.542,Mitsuko Kusabue,4.039,Rie Shibata,1.841,Yua Shinkawa,10.744,8204616,-,-,8204616,100,,,,,,,,8.2,11,movie,I Don't Have Any Money Left in My Retirement Account,0,2021,115,Family
165,White Snake 2: Green Snake,165,Tang Xiaoxi,5.404,Zhang Fuzheng,0.972,Wei Chao,1.4,Zhao Mingzhou,1.4,Zheng Xiaopu,1.326,8170000,-,-,8170000,100,,,,,,,,6.8,2088,movie,Bai She 2: Qing She jie qi,0,2021,131,"Action,Adventure,Animation"
166,New Happy Dad and Son 4,166,Liu Chunyan,0.6,Dong Hao,0.6,Ju Ping,1.044,,,,,8070000,-,-,8070000,100,,,,,,,,4.6,7,movie,New Happy Dad and Son 4,0,2021,80,Animation
167,Lost Illusions,167,Phillips Smalley,0.917,Lois Weber,1.15,,,,,,,8012246,-,-,8012246,100,75.0,,,XavierGiannoli,,6-10-2022,,7.5,1659,movie,Illusions perdues,0,2021,149,"Drama,Romance"
168,Sunny Sisters,168,Yin Tao,8.32,Zeng Li,4.318,Ni Hongjie,2.113,Zhang Xinyi,4.717,Zhou Jieqiong,2.485,7880000,-,-,7880000,100,,,,,,,,5.3,44,movie,Yang Guang Jie Mei Tao,0,2021,118,Comedy
169,Hard Hit,169,Jo Woo-jin,11.404,Lee Jae-in,5.114,Ji Chang-wook,18.52,Jin Kyung,9.706,Kim Ji-ho,1.96,7633895,-,-,7633895,100,100.0,71.0,,KimChang-ju,,,,6.2,1078,movie,Balsinjehan,0,2021,94,"Drama,Thriller"
170,Little Canned Men,170,Zhuang Zexi,0.6,Tian Yu,2.58,Bai Yao,0.6,,,,,7600000,-,-,7600000,100,,,,,,,,5.8,18,movie,Little Canned Men,0,2021,94,"Comedy,Fantasy"
171,Pushpa: The Rise - Part 1,171,Allu Arjun,6.026,Rashmika Mandanna,10.489,Fahadh Faasil,0.84,Jagadeesh Prathap Bandari,1.4,Sunil Varma,2.136,7592374,1320000,17.4,6272374,82.6,,,,,,,,8.0,54694,movie,Pushpa: The Rise - Part 1,0,2021,179,"Action,Adventure,Crime"
172,The Mauritanian,172,Tahar Rahim,6.704,Jodie Foster,17.671,Benedict Cumberbatch,39.658,Shailene Woodley,25.831,Zachary Levi,21.383,7527030,836536,11.1,6690494,88.9,75.0,83.0,R,KevinMacdonald,"AdamAckland,LeahClarke,BenedictCumberbatch,LloydLevin,BeatrizLevin,MarkHolder,ChristineHolder,BranwenPrestwoodSmith,MichaelBronner",2-12-2021,832.4K,7.4,47789,movie,The Mauritanian,0,2021,129,"Biography,Drama,Thriller"
173,The Ice Road,173,Liam Neeson,33.989,Marcus Thomas,5.706,Laurence Fishburne,30.531,Amber Midthunder,13.462,Holt McCallany,12.229,7502846,-,-,7502846,100,43.0,31.0,PG-13,JonathanHensleigh,"DavidBuelow,AlCorley,LeeNelson,ShivaniRawat,BartRosenblatt,DavidTish",,,5.6,35641,movie,The Ice Road,0,2021,109,"Action,Adventure,Thriller"
174,'83,174,Ranveer Singh,7.16,Pankaj Tripathi,2.092,Tahir Raj Bhasin,0.75,Saqib Saleem,3.699,Ammy Virk,3.85,7351061,4055660,55.2,3295401,44.8,79.0,96.0,,KabirKhan,"DeepikaPadukone,KabirKhan,VishnuvardhanInduri,SajidNadiadwala",12-23-2021,3900000.0,7.4,28834,movie,83,0,2021,162,"Biography,Drama,History"
175,Signal: The Movie,175,Kentaro Sakaguchi,11.371,Kazuki Kitamura,9.654,Michiko Kichise,5.244,Yuichi Kimura,3.336,Tetsuhiro Ikeda,2.68,7344186,-,-,7344186,100,,,,,,,,6.0,76,movie,Gekijôban: Signal,0,2021,122,Action
176,Water Boys,176,Hayato Ichihara,8.077,Satomi Ishihara,17.179,Akiyoshi Nakao,1.031,Keita Saito,1.22,Teppei Koike,1.874,7200000,-,-,7200000,100,,,,,,,,6.4,106,movie,Wu ge pu shui de shao nian,0,2021,111,"Comedy,Sport"
177,Couple from the Future,177,Sergey Burunov,8.959,Mariya Aronova,2.653,Denis Paramonov,1.96,Darya Konyzheva,2.552,Sergey Stepin,0.705,7160729,-,-,7160729,100,,,,,,,,6.3,455,movie,Para iz buduschego,0,2021,104,"Comedy,Drama,Romance"
178,Sooryavanshi,178,Akshay Kumar,3.945,Katrina Kaif,5.27,Ajay Devgn,3.191,Ranveer Singh,7.16,Jackie Shroff,4.392,6984082,3547776,50.8,3436306,49.2,30.0,83.0,,RohitShetty,"HirooJohar,ArunaBhatia,KaranJohar,ApoorvaMehta,RohitShetty",11-5-2021,3500000.0,6.6,74748,movie,Sooryavanshi,0,2021,145,"Action,Crime,Thriller"
179,Extinct,179,Adam DeVine,13.748,Rachel Bloom,9.223,Zazie Beetz,17.431,Ken Jeong,8.844,Jim Jefferies,4.373,6926445,-,-,6926445,100,43.0,39.0,,DavidSilverman,"JoeM.Aguilar,JoelH.Cohen,JohnFrink,YanmingJiang,RobLaZebnik,ZhongleiWang",,,5.4,2275,movie,Extinct,0,2021,84,"Adventure,Animation,Comedy"
180,Are You Lonesome Tonight?,180,Jane Seymour,10.693,Parker Stevenson,6.366,Beth Broderick,10.737,Robert Pine,6.987,Joel Brooks,5.654,6902639,-,-,6902639,100,100.0,,,ShipeiWen,"JingxuanHu,WangJing",,,6.3,364,movie,Re dai wang shi,0,2021,95,"Crime,Drama,Mystery"
