,Movie Title,Worldwide,Domestic,%,Foreign,%.1,Score_Rotten,Score_Audience,Rating,Director,Producer,Release Date (Theaters),Box Office (Gross USA),averageRating,numVotes,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres
0,Captain America: Civil War,"1,153,296,293","408,084,349",35.4,"745,211,944",64.6,90.0,89.0,PG-13,"AnthonyRusso,JoeRusso",KevinFeige,5-6-2016,408100000.0,7.8,747026,movie,Captain America: Civil War,0,2016,147,"Action,Adventure,Sci-Fi"
1,Rogue One: A Star Wars Story,"1,056,057,273","532,177,324",50.4,"523,879,949",49.6,84.0,86.0,PG-13,GarethEdwards,"KathleenKennedy,AllisonShearmur,SimonEmanuel",12-16-2016,532200000.00000006,7.8,601659,movie,Rogue One,0,2016,133,"Action,Adventure,Sci-Fi"
2,Finding Dory,"1,028,570,889","486,295,561",47.3,"542,275,328",52.7,94.0,84.0,PG,AndrewStanton,LindseyCollins,6-17-2016,486200000.0,7.3,265512,movie,Finding Dory,0,2016,97,"Adventure,Animation,Comedy"
3,Zootopia,"1,023,784,195","341,268,248",33.3,"682,515,947",66.7,98.0,92.0,PG,"ByronHoward,RichMoore",ClarkSpencer,3-4-2016,,8.0,478235,movie,Zootopia,0,2016,108,"Adventure,Animation,Comedy"
4,The Jungle Book,"966,550,600","364,001,123",37.7,"602,549,477",62.3,94.0,86.0,PG,JonFavreau,"JonFavreau,BrighamTaylor",4-15-2016,364000000.0,7.4,272505,movie,The Jungle Book,0,2016,106,"Adventure,Drama,Family"
5,The Secret Life of Pets,"875,457,937","368,384,330",42.1,"507,073,607",57.9,72.0,62.0,PG,ChrisRenaud,"ChristopherMeledandri,JanetHealy",7-8-2016,368300000.0,6.5,197146,movie,The Secret Life of Pets,0,2016,87,"Adventure,Animation,Comedy"
6,Batman v Superman: Dawn of Justice,"873,634,919","330,360,194",37.8,"543,274,725",62.2,29.0,63.0,PG-13,ZackSnyder,"CharlesRoven,DeborahSnyder",3-25-2016,330200000.0,6.5,683335,movie,Batman v Superman: Dawn of Justice,0,2016,152,"Action,Adventure,Sci-Fi"
7,Fantastic Beasts and Where to Find Them,"814,037,575","234,037,575",28.8,"580,000,000",71.2,74.0,79.0,PG-13,DavidYates,"DavidHeyman,J.K.Rowling,SteveKloves,LionelWigram",11-18-2016,234000000.0,7.3,447739,movie,Fantastic Beasts and Where to Find Them,0,2016,132,"Adventure,Family,Fantasy"
8,Deadpool,"782,612,155","363,070,709",46.4,"419,541,446",53.6,85.0,90.0,R,TimMiller,"SimonKinberg,RyanReynolds,LaurenShulerDonner",2-12-2016,363100000.0,8.0,989349,movie,Deadpool,0,2016,108,"Action,Adventure,Comedy"
9,Suicide Squad,"746,846,894","325,100,054",43.5,"421,746,840",56.5,26.0,59.0,PG-13,DavidAyer,"CharlesRoven,RichardSuckle",8-5-2016,,5.9,669397,movie,Suicide Squad,0,2016,123,"Action,Adventure,Fantasy"
10,Doctor Strange,"677,718,395","232,641,920",34.3,"445,076,475",65.7,89.0,86.0,PG-13,ScottDerrickson,KevinFeige,11-4-2016,232600000.0,7.5,687543,movie,Doctor Strange,0,2016,115,"Action,Adventure,Fantasy"
11,Moana,"643,331,111","248,757,044",38.7,"394,574,067",61.3,95.0,89.0,PG,"JohnMusker,RonClements",OsnatShurer,11-23-2016,248800000.0,7.6,317410,movie,Moana,0,2016,107,"Adventure,Animation,Comedy"
12,Sing,"634,151,679","270,395,425",42.6,"363,756,254",57.4,71.0,72.0,PG,GarthJennings,"ChristopherMeledandri,JanetHealy",12-21-2016,270400000.0,7.1,160519,movie,Sing,0,2016,108,"Animation,Comedy,Family"
13,The Mermaid,"553,810,228","3,232,685",0.6,"550,577,543",99.4,,,,PetraClever,KarolaKeller,,,6.2,9076,movie,Mei ren yu,0,2016,94,"Comedy,Drama,Fantasy"
14,X-Men: Apocalypse,"543,934,105","155,442,489",28.6,"388,491,616",71.4,47.0,65.0,PG-13,BryanSinger,"SimonKinberg,BryanSinger,HutchParker,LaurenShulerDonner",5-27-2016,155000000.0,6.9,421758,movie,X-Men: Apocalypse,0,2016,144,"Action,Adventure,Sci-Fi"
15,Kung Fu Panda 3,"521,170,825","143,528,619",27.5,"377,642,206",72.5,87.0,78.0,PG,"JenniferYuhNelson,AlessandroCarloni",MelissaCobb,1-29-2016,143500000.0,7.1,151405,movie,Kung Fu Panda 3,0,2016,95,"Action,Adventure,Animation"
16,La La Land,"447,407,695","151,101,803",33.8,"296,305,892",66.2,91.0,81.0,PG-13,DamienChazelle,"FredBerger,JordanHorowitz,MarcPlatt,GaryGilbert",12-25-2016,151100000.0,8.0,561354,movie,La La Land,0,2016,128,"Comedy,Drama,Music"
17,Warcraft,"439,048,914","47,365,290",10.8,"391,683,624",89.2,28.0,76.0,PG-13,DuncanJones,"CharlesRoven,ThomasTull,JonJashni,AlexGartner,StuartFenegan",6-10-2016,47200000.0,6.8,258618,movie,Warcraft,0,2016,123,"Action,Adventure,Fantasy"
18,Jason Bourne,"415,484,914","162,434,410",39.1,"253,050,504",60.9,54.0,55.0,PG-13,PaulGreengrass,"FrankMarshall,JeffreyM.Weiner,BenSmith,MattDamon,PaulGreengrass,GregoryGoodman",7-29-2016,162200000.0,6.6,222698,movie,Jason Bourne,0,2016,123,"Action,Thriller"
19,Ice Age 5: Collision Course,"408,579,038","64,063,008",15.7,"344,516,030",84.3,,,,,,,,5.7,64652,movie,Ice Age: Collision Course,0,2016,94,"Adventure,Animation,Comedy"
20,Independence Day: Resurgence,"389,681,935","103,144,286",26.5,"286,537,649",73.5,30.0,30.0,PG-13,RolandEmmerich,"DeanDevlin,RolandEmmerich,HaraldKloser",6-24-2016,103100000.0,5.2,176469,movie,Independence Day: Resurgence,0,2016,120,"Action,Adventure,Sci-Fi"
21,Your Name.,"357,986,087","5,017,246",1.4,"352,968,841",98.6,,,,,,,,8.4,246259,movie,Kimi no na wa.,0,2016,106,"Animation,Drama,Fantasy"
22,The Legend of Tarzan,"356,700,357","126,643,061",35.5,"230,057,296",64.5,35.0,58.0,PG-13,DavidYates,"JerryWeintraub,DavidBarron,AlanRiche,TonyLudwig",7-1-2016,126600000.0,6.2,173708,movie,The Legend of Tarzan,0,2016,110,"Action,Adventure,Drama"
23,The Angry Birds Movie,"352,333,929","107,509,366",30.5,"244,824,563",69.5,43.0,46.0,PG,"ClayKaytis,FergalReilly","JohnCohen,CatherineWinder,SeanMullen",5-20-2016,107500000.0,6.3,89637,movie,Angry Birds,0,2016,97,"Action,Adventure,Animation"
24,Trolls,"346,864,462","153,707,064",44.3,"193,157,398",55.7,75.0,67.0,PG,"MikeMitchell,WaltDohrn",GinaShay,11-4-2016,153600000.0,6.5,79603,movie,Trolls,0,2016,92,"Adventure,Animation,Comedy"
25,Star Trek Beyond,"343,471,816","158,848,340",46.2,"184,623,476",53.8,86.0,80.0,PG-13,JustinLin,"J.J.Abrams,BryanBurk,RobertoOrci",7-22-2016,158800000.0,7.0,241815,movie,Star Trek Beyond,0,2016,122,"Action,Adventure,Sci-Fi"
26,The Great Wall,"334,933,831","45,540,830",13.6,"289,393,001",86.4,,,,,,,,5.9,132108,movie,The Great Wall,0,2016,103,"Action,Adventure,Fantasy"
27,The Great Wall,"334,933,831","45,540,830",13.6,"289,393,001",86.4,,,,,,,,6.4,42,movie,The Great Wall,0,2016,72,Documentary
28,Now You See Me 2,"334,897,606","65,075,540",19.4,"269,822,066",80.6,34.0,53.0,PG-13,JonM.Chu,"RobertoOrci,BobbyCohen,AlexKurtzman",6-10-2016,65000000.0,6.4,277502,movie,Now You See Me 2,0,2016,129,"Action,Adventure,Comedy"
29,The Conjuring 2,"320,392,818","102,470,008",32,"217,922,810",68,80.0,81.0,R,JamesWan,"PeterSafran,RobCowan,JamesWan",6-10-2016,102500000.0,7.3,259188,movie,The Conjuring 2,0,2016,134,"Horror,Mystery,Thriller"
30,Resident Evil: The Final Chapter,"312,242,626","26,830,068",8.6,"285,412,558",91.4,37.0,48.0,R,PaulW.S.Anderson,"JeremyBolt,PaulW.S.Anderson,RobertKulzer,SamuelHadida",1-27-2017,26800000.0,5.5,91668,movie,Resident Evil: The Final Chapter,0,2016,107,"Action,Adventure,Horror"
31,Dangal,"303,723,636","12,391,761",4.1,"291,331,875",95.9,88.0,93.0,,NiteshTiwari,"AamirKhan,KiranRao,SiddharthRoyKapur",12-21-2016,12400000.0,8.4,180807,movie,Dangal,0,2016,161,"Action,Biography,Drama"
32,Passengers,"303,144,152","100,014,699",33,"203,129,453",67,30.0,63.0,PG-13,MortenTyldum,"StephenHamel,MichaelMaher,NealH.Moritz,OriMarmur",12-21-2016,100000000.0,7.0,388526,movie,Passengers,0,2016,116,"Drama,Romance,Sci-Fi"
33,Alice Through the Looking Glass,"299,457,024","77,041,381",25.7,"222,415,643",74.3,28.0,48.0,PG,JamesBobin,"JoeRoth,SuzanneTodd,JenniferTodd,TimBurton",5-27-2016,77000000.0,6.2,104310,movie,Alice Through the Looking Glass,0,2016,113,"Adventure,Family,Fantasy"
34,Miss Peregrine's Home for Peculiar Children,"296,482,446","87,242,834",29.4,"209,239,612",70.6,65.0,60.0,PG-13,TimBurton,"PeterChernin,JennoTopping",9-30-2016,87200000.0,6.7,167868,movie,Miss Peregrine's Home for Peculiar Children,0,2016,127,"Adventure,Drama,Family"
35,Teenage Mutant Ninja Turtles: Out of the Shadows,"245,623,848","82,051,601",33.4,"163,572,247",66.6,38.0,46.0,PG-13,DaveGreen,"MichaelBay,AndrewForm,BradFuller,GalenWalker,ScottMednick",6-3-2016,82000000.0,5.9,91376,movie,Teenage Mutant Ninja Turtles: Out of the Shadows,0,2016,112,"Action,Adventure,Comedy"
36,Sully,"240,797,623","125,070,033",51.9,"115,727,590",48.1,85.0,84.0,PG-13,ClintEastwood,"ClintEastwood,FrankMarshall,AllynStewart,TimMoore",9-9-2016,125000000.0,7.4,263077,movie,Sully,0,2016,96,"Biography,Drama"
37,Assassin's Creed,"240,697,856","54,647,948",22.7,"186,049,908",77.3,18.0,42.0,PG-13,JustinKurzel,"Jean-JulienBaronnet,GerardGuillemot,FrankMarshall,PatrickCrowley,MichaelFassbender,ConorMcCaughan,ArnonMilchan",12-21-2016,54600000.0,5.7,196263,movie,Assassin's Creed,0,2016,115,"Action,Adventure,Sci-Fi"
38,Hidden Figures,"235,956,898","169,607,287",71.9,"66,349,611",28.1,93.0,93.0,PG,TheodoreMelfi,"DonnaGigliotti,PeterChernin,JennoTopping,PharrellWilliams,TheodoreMelfi",1-6-2017,169300000.0,7.8,221031,movie,Hidden Figures,0,2016,127,"Biography,Drama,History"
39,Ghostbusters,"229,147,509","128,350,574",56,"100,796,935",44,74.0,49.0,PG-13,PaulFeig,"IvanReitman,AmyPascal",7-15-2016,,6.9,225661,movie,Ghostbusters,0,2016,117,"Action,Comedy,Fantasy"
40,Inferno,"220,021,259","34,343,574",15.6,"185,677,685",84.4,23.0,36.0,PG-13,RonHoward,"BrianGrazer,RonHoward",10-28-2016,34300000.0,6.2,172135,movie,Inferno,0,2016,121,"Action,Adventure,Crime"
41,Central Intelligence,"216,972,543","127,440,871",58.7,"89,531,672",41.3,71.0,62.0,PG-13,RawsonMarshallThurber,"ScottStuber,PeterPrincipato,PaulYoung,MichaelFottrell",6-17-2016,127400000.0,6.3,182357,movie,Central Intelligence,0,2016,107,"Action,Comedy,Crime"
42,Bridget Jones's Baby,"211,952,420","24,252,420",11.4,"187,700,000",88.6,78.0,65.0,R,SharonMaguire,"TimBevan,EricFellner,DebraHayward",9-16-2016,24100000.0,6.5,74457,movie,Bridget Jones's Baby,0,2016,123,"Comedy,Drama,Romance"
43,Me Before You,"208,314,186","56,245,075",27,"152,069,111",73,54.0,73.0,PG-13,TheaSharrock,"KarenRosenfelt,AlisonOwen",6-3-2016,56200000.0,7.4,240680,movie,Me Before You,0,2016,106,"Drama,Romance"
44,London Has Fallen,"205,754,447","62,524,260",30.4,"143,230,187",69.6,28.0,50.0,R,BabakNajafi,"GerardButler,AlanSiegel,MattO'Toole,MarkGill,LesWeldon,JohnThompson",3-4-2016,62500000.0,5.9,155438,movie,London Has Fallen,0,2016,99,"Action,Thriller"
45,Arrival,"203,388,186","100,546,139",49.4,"102,842,047",50.6,94.0,82.0,PG-13,DenisVilleneuve,"ShawnLevy,DanLevine,AaronRyder,DavidLinde",11-11-2016,100500000.0,7.9,665147,movie,Arrival,0,2016,116,"Drama,Sci-Fi"
46,The BFG,"195,243,411","55,483,770",28.4,"139,759,641",71.6,74.0,57.0,PG,StevenSpielberg,"StevenSpielberg,FrankMarshall,SamMercer",7-1-2016,55500000.0,6.4,84335,movie,The BFG,0,2016,117,"Adventure,Family,Fantasy"
47,The Monkey King 2,"193,678,298","709,982",0.4,"192,968,316",99.6,100.0,51.0,,Pou-SoiCheang,,2-5-2016,709.6K,5.9,3138,movie,Xi you ji zhi: Sun Wukong san da Baigu Jing,0,2016,119,"Action,Adventure,Fantasy"
48,Bad Moms,"183,936,074","113,257,297",61.6,"70,678,777",38.4,58.0,63.0,R,"JonLucas,ScottMoore","SuzanneTodd,BillBlock",7-29-2016,113200000.0,6.2,122585,movie,Bad Moms,0,2016,100,Comedy
49,Storks,"183,388,953","72,679,278",39.6,"110,709,675",60.4,65.0,62.0,PG,"NicholasStoller,DougSweetland","BradLewis,NicholasStoller",9-23-2016,72700000.0,6.8,61077,movie,Storks,0,2016,87,"Adventure,Animation,Comedy"
50,From Vegas to Macau III,"181,732,879",-,-,"181,732,879",100,20.0,12.0,,"JingWong,AndrewLauWai-Keung","JingWong,AndrewLauWai-Keung,ConnieWong",,347.6K,2.3,3214,movie,Du cheng feng yun III,0,2016,113,"Comedy,Drama"
51,Hacksaw Ridge,"180,563,636","67,209,615",37.2,"113,354,021",62.8,84.0,91.0,R,MelGibson,"BillMechanic,DavidPermut,TerryBenedict,PaulCurrie,BruceDavey,WilliamD.Johnson,TylerThompson,BrianOliver",11-4-2016,67000000.0,8.1,497127,movie,Hacksaw Ridge,0,2016,139,"Biography,Drama,History"
52,Allegiant,"179,246,868","66,184,051",36.9,"113,062,817",63.1,29.0,41.0,R,MichaelConnors,"DarylFreimark,SeanMullin",12-28-2012,,5.7,118898,movie,Allegiant,0,2016,120,"Action,Adventure,Mystery"
53,Operation Mekong,"173,839,072","800,012",0.5,"173,039,060",99.5,80.0,62.0,,DanteLam,,9-30-2016,799.6K,6.5,4688,movie,Mei Gong he xing dong,0,2016,124,"Action,Adventure,Crime"
54,The Girl on the Train,"173,185,859","75,395,035",43.5,"97,790,824",56.5,9.0,20.0,,RibhuDasgupta,"VivekB.Agrawal,ShibashishSarkar",,,6.5,183837,movie,The Girl on the Train,0,2016,112,"Crime,Drama,Mystery"
55,The Huntsman: Winter's War,"164,989,338","48,390,190",29.3,"116,599,148",70.7,20.0,45.0,PG-13,CedricNicolas-Troyan,JoeRoth,4-22-2016,48000000.0,6.1,107494,movie,The Huntsman: Winter's War,0,2016,114,"Action,Adventure,Drama"
56,The Magnificent Seven,"162,360,636","93,432,655",57.5,"68,927,981",42.5,64.0,71.0,PG-13,AntoineFuqua,"RogerBirnbaum,ToddBlack",9-23-2016,93400000.0,6.9,207043,movie,The Magnificent Seven,0,2016,132,"Action,Adventure,Western"
57,Jack Reacher: Never Go Back,"162,146,076","58,697,076",36.2,"103,449,000",63.8,38.0,42.0,PG-13,EdwardZwick,"TomCruise,DonGranger,ChristopherMcQuarrie",10-21-2016,58700000.0,6.1,153339,movie,Jack Reacher: Never Go Back,0,2016,118,"Action,Crime,Drama"
58,Don't Breathe,"157,761,002","89,217,875",56.6,"68,543,127",43.4,88.0,79.0,R,FedeAlvarez,"SamRaimi,RobTapert,FedeAlvarez",8-26-2016,89200000.0,7.1,263352,movie,Don't Breathe,0,2016,88,"Crime,Horror,Thriller"
59,The Accountant,"155,160,045","86,260,045",55.6,"68,900,000",44.4,52.0,76.0,R,GavinO'Connor,"MarkWilliams,LynetteHowellTaylor",10-14-2016,86200000.0,7.3,287307,movie,The Accountant,0,2016,128,"Action,Thriller"
60,Lights Out,"148,868,835","67,268,835",45.2,"81,600,000",54.8,,,,,,,,6.3,125726,movie,Lights Out,0,2016,81,"Horror,Mystery"
61,Time Raiders,"145,819,137",-,-,"145,819,137",100,,41.0,,DanielLee,SusannaTsang,,,4.9,820,movie,Time Raiders,0,2016,124,"Adventure,Fantasy"
62,Pete's Dragon,"143,695,338","76,233,151",53.1,"67,462,187",46.9,88.0,72.0,PG,DavidLowery,JamesWhitaker,8-12-2016,555000000.0,6.7,57616,movie,Pete's Dragon,0,2016,102,"Action,Adventure,Comedy"
63,Sausage Party,"140,705,322","97,685,686",69.4,"43,019,636",30.6,82.0,50.0,R,"ConradVernon,GregTiernan","MeganEllison,SethRogen,EvanGoldberg,ConradVernon",8-12-2016,97700000.0,6.1,189719,movie,Sausage Party,0,2016,89,"Adventure,Animation,Comedy"
64,Lion,"140,312,928","51,738,905",36.9,"88,574,023",63.1,84.0,91.0,PG-13,GarthDavis,"EmileSherman,IainCanning,AngieFielder",12-21-2016,51700000.0,8.0,231119,movie,Lion,0,2016,118,"Biography,Drama"
65,Skiptrace,"136,579,287",-,-,"136,579,287",100,38.0,27.0,PG-13,RennyHarlin,"JackieChan,CharlieCoker,DavidGerson,MinLi,DamienSaccani,EsmondRen",9-2-2016,,5.6,20669,movie,Jue di tao wang,0,2016,107,"Action,Adventure,Comedy"
66,Mechanic: Resurrection,"125,729,635","21,218,403",16.9,"104,511,232",83.1,30.0,40.0,R,DennisGansel,"JohnThompson,RobertEarl,DavidWinkler,WilliamChartoff",8-26-2016,21200000.0,5.7,83139,movie,Mechanic: Resurrection,0,2016,98,"Action,Adventure,Crime"
67,Deepwater Horizon,"121,790,373","61,433,527",50.4,"60,356,846",49.6,83.0,82.0,PG-13,PeterBerg,"LorenzodiBonaventura,MarkVahradian,StephenLevinson,DavidWomark,MarkWahlberg",9-30-2016,61400000.0,7.1,165045,movie,Deepwater Horizon,0,2016,107,"Action,Drama,History"
68,Allied,"119,520,023","40,098,064",33.5,"79,421,959",66.5,60.0,64.0,R,RobertZemeckis,"GrahamKing,RobertZemeckis,SteveStarkey",11-23-2016,39800000.0,7.1,152950,movie,Allied,0,2016,124,"Action,Drama,Romance"
69,I Belonged to You,"119,107,580","744,541",0.6,"118,363,039",99.4,,56.0,,ZhangYibai,,9-30-2016,,5.6,502,movie,I Belonged to You,0,2016,112,"Drama,Romance"
70,The Shallows,"119,100,758","55,124,043",46.3,"63,976,715",53.7,78.0,59.0,PG-13,JaumeCollet-Serra,"LynnHarris,MattiLeshem",6-24-2016,55100000.0,6.3,129768,movie,The Shallows,0,2016,86,"Action,Drama,Horror"
71,The Purge: Election Year,"118,587,880","79,213,375",66.8,"39,374,505",33.2,56.0,48.0,R,JamesDeMonaco,"JasonBlum,MichaelBay,AndrewForm,BradFuller,SebastienK.Lemercier",7-1-2016,79000000.0,6.0,98983,movie,The Purge: Election Year,0,2016,108,"Action,Horror,Sci-Fi"
72,Why Him?,"118,102,725","60,323,786",51.1,"57,778,939",48.9,39.0,51.0,R,JohnHamburg,"ShawnLevy,BenStiller,JonahHill,DanLevine",12-23-2016,60200000.0,6.2,110139,movie,Why Him?,0,2016,111,Comedy
73,Book of Love,"114,679,097",-,-,"114,679,097",100,49.0,61.0,,AnaleineCalyMayor,"MichaelKnowles,NaysunAlae-Carew,AllanNiblo,NickSpicer,MaximeCottray,MattWilliams,RichardAlanReid",,,6.2,890,movie,Bei Jing yu shang Xi Ya Tu 2,0,2016,132,"Comedy,Romance"
74,Office Christmas Party,"114,501,299","54,767,494",47.8,"59,733,805",52.2,41.0,40.0,R,"JoshGordon,WillSpeck","GuymonCasady,DanielRappaport,ScottStuber",12-9-2016,54100000.0,5.8,79084,movie,Office Christmas Party,0,2016,105,Comedy
75,How to Be Single,"112,343,513","46,843,513",41.7,"65,500,000",58.3,46.0,47.0,R,ChristianDitter,"JohnRickard,DanaFox",2-12-2016,46800000.0,6.1,86853,movie,How to Be Single,0,2016,110,"Comedy,Drama,Romance"
76,10 Cloverfield Lane,"110,216,998","72,082,998",65.4,"38,134,000",34.6,90.0,79.0,PG-13,DanTrachtenberg,"J.J.Abrams,LindseyWeber",3-11-2016,72100000.0,7.2,314792,movie,10 Cloverfield Lane,0,2016,103,"Action,Drama,Horror"
77,Neighbors 2: Sorority Rising,"108,007,109","55,455,765",51.3,"52,551,344",48.7,64.0,44.0,R,NicholasStoller,"SethRogen,EvanGoldberg,JamesWeaver",5-20-2016,55300000.0,5.7,120926,movie,Neighbors 2: Sorority Rising,0,2016,92,Comedy
78,Cold War 2,"103,197,501","560,824",0.5,"102,636,677",99.5,60.0,56.0,,"LongmondLeungLok-Man,SunnyLukKim-Ching","IvyHo,WilliamKong",7-8-2016,553.8K,6.6,2828,movie,Hon zin 2,0,2016,110,"Action,Crime,Drama"
79,Railroad Tigers,"102,205,175","218,044",0.2,"101,987,131",99.8,38.0,46.0,,ShengDing,,1-6-2017,217.1K,5.7,4369,movie,Tie dao fei hu,0,2016,124,"Action,Adventure,Comedy"
80,Qing sheng,"95,721,752","100,026",0.1,"95,621,726",99.9,,,,,,,,6.1,1310,movie,Qing sheng,0,2016,116,Comedy
81,Dirty Grandpa,"94,073,028","35,593,113",37.8,"58,479,915",62.2,10.0,44.0,R,DanMazer,"JasonBarrett,BillBlock,BarryJosephson,MichaelSimkin",1-22-2016,,5.9,121555,movie,Dirty Grandpa,0,2016,102,Comedy
82,Ben-Hur,"94,061,311","26,410,477",28.1,"67,650,834",71.9,25.0,53.0,PG-13,TimurBekmambetov,"SeanDaniel,DuncanHenderson,JoniLevin",8-19-2016,26400000.0,5.7,43824,movie,Ben-Hur,0,2016,123,"Action,Adventure,Drama"
83,Money Monster,"93,282,604","41,012,075",44,"52,270,529",56,59.0,50.0,R,JodieFoster,"LaraAlameddine,GeorgeClooney,DanielDubiecki,GrantHeslov",5-13-2016,41000000.0,6.5,98959,movie,Money Monster,0,2016,98,"Crime,Drama,Mystery"
84,Train to Busan,"92,742,323","2,129,768",2.3,"90,612,555",97.7,94.0,89.0,,YeonSang-ho,LeeDong-ha,7-22-2016,2100000.0,7.6,206704,movie,Busanhaeng,0,2016,118,"Action,Horror,Thriller"
85,My Big Fat Greek Wedding 2,"90,632,641","59,689,605",65.9,"30,943,036",34.1,27.0,53.0,PG-13,KirkJones,"RitaWilson,GaryGoetzman,TomHanks",3-25-2016,59600000.0,6.0,30471,movie,My Big Fat Greek Wedding 2,0,2016,94,"Comedy,Romance"
86,Collateral Beauty,"88,528,280","31,016,021",35,"57,512,259",65,14.0,64.0,PG-13,DavidFrankel,"BardDorros,MichaelSugar,AllanLoeb,AnthonyBregman,KevinScottFrakes",12-16-2016,31000000.0,6.8,98817,movie,Collateral Beauty,0,2016,97,"Drama,Romance"
87,Line Walker,"88,228,755",-,-,"88,228,755",100,,45.0,,JazzBoon,JingWong,,,6.0,1439,movie,Shi tu xing zhe,0,2016,109,"Action,Crime,Mystery"
88,Sultan,"87,280,000","6,200,000",7.1,"81,080,000",92.9,79.0,76.0,,AliAbbasZafar,AdityaChopra,7-7-2016,5200000.0,7.1,45061,movie,Sultan,0,2016,170,"Action,Drama,Sport"
89,War Dogs,"86,234,523","43,034,523",49.9,"43,200,000",50.1,61.0,69.0,R,ToddPhillips,"MarkGordon,ToddPhillips,BradleyCooper",8-19-2016,43000000.0,7.1,206068,movie,War Dogs,0,2016,114,"Biography,Comedy,Crime"
90,Big Fish & Begonia,"85,409,373",-,-,"85,409,373",100,91.0,70.0,PG-13,"XuanLiang,ChunZhang",,4-6-2018,,7.0,6058,movie,Da yu hai tang,0,2016,100,"Adventure,Animation,Drama"
